nsd_id,caption,true_captions
67295,a man playing tennis,"['A tennis player getting ready to hit the ball with his racket .', 'A tennis player getting ready to hit the ball with his racket .', 'A man hitting  a ball with a tennis racquet.', 'A man hitting  a ball with a tennis racquet.', 'a man jumping a little to hit a tennis ball ', 'a man jumping a little to hit a tennis ball ', 'A man playing tennis in front of many people.', 'A man playing tennis in front of many people.', 'A man swinging at a tennis ball with a racquet.', 'A man swinging at a tennis ball with a racquet.']"
13720,a bus on a street,"['a red blue yellow green and white double decker bus and buildings', 'a red blue yellow green and white double decker bus and buildings', 'A vintage style red double decker bus drives through the city.', 'A vintage style red double decker bus drives through the city.', 'A London double-decker bus turning a corner in the city.', 'A London double-decker bus turning a corner in the city.', 'A red double decker bus travelling through an intersection. ', 'A red double decker bus travelling through an intersection. ', 'A large, red double sized bus, is traveling down the road. ', 'A large, red double sized bus, is traveling down the road. ']"
71229,a plane that is parked on a runway,"['A military jet fighter plane coming in to land', 'A military jet fighter plane coming in to land', 'Military plane is being flown by a pilot', 'Military plane is being flown by a pilot', 'A fighter jet in midair with landing gear down.', 'A fighter jet in midair with landing gear down.', 'A jet fighter flying through a cloudy sky.', 'A jet fighter flying through a cloudy sky.', 'A fighter plane flies by as it holds onto some missles', 'A fighter plane flies by as it holds onto some missles']"
3146,a building with a clock tower and a street sign,"['A brick building with a clock on it and pathway.', 'A brick building with a clock on it and pathway.', 'a church with a cemetery very close to the building', 'a church with a cemetery very close to the building', ""A large church with a tall brick clock tower in it's center."", ""A large church with a tall brick clock tower in it's center."", 'a very old abandon church with a grave yard', 'a very old abandon church with a grave yard', 'An old white and rust color building with a clock located in the middle. ', 'An old white and rust color building with a clock located in the middle. ']"
3856,a couple of children playing with a book,"['A toddler reading a book to a baby.', 'A toddler reading a book to a baby.', 'A boy reads his little brother a book in bed ', 'A boy reads his little brother a book in bed ', 'a small boy reading a book to a little baby', 'a small boy reading a book to a little baby', 'Young boy in the bed reading a book to his little sibling.', 'Young boy in the bed reading a book to his little sibling.', 'A child sitting down with a baby holding open a book.', 'A child sitting down with a baby holding open a book.']"
55933,a man and woman standing next to a building,"['THERE IS A MAN THAT IS RIDING ON A BIE IN THE STREET ', 'THERE IS A MAN THAT IS RIDING ON A BIE IN THE STREET ', 'people hanging out in front of a cathedral', 'people hanging out in front of a cathedral', 'a person riding a bike with people sitting on a bench', 'a person riding a bike with people sitting on a bench', 'A woman riding on a bicycle in front of building.', 'A woman riding on a bicycle in front of building.', 'A woman riding a bike in front of a tan church building. ', 'A woman riding a bike in front of a tan church building. ']"
19200,a train sitting on the side of the road,"['A large train is traveling down the train tracks.', 'A large train is traveling down the train tracks.', 'A small train is seen coming down the tracks.', 'A small train is seen coming down the tracks.', 'A red and black train engine traveling past a forest.', 'A red and black train engine traveling past a forest.', 'An antique steam locomotive hauling passenger cars down the tracks.', 'An antique steam locomotive hauling passenger cars down the tracks.', 'A train that is sitting on the train tracks near gravel.', 'A train that is sitting on the train tracks near gravel.']"
5714,a group of planes flying in the sky,"['A formation of red fighter jets flying through a blue sky.', 'A formation of red fighter jets flying through a blue sky.', 'Red air planes flying in formation in a clear blue sky', 'Red air planes flying in formation in a clear blue sky', 'Nine airplanes flying in a triangle formation. ', 'Nine airplanes flying in a triangle formation. ', 'Nine red. fighter jets flying in formation with smoke trails.', 'Nine red. fighter jets flying in formation with smoke trails.', 'Nine red jets fly through the air and leave a smoke trail.', 'Nine red jets fly through the air and leave a smoke trail.']"
57553,a white bed in a room with a window,"['The view of a neatly made hospital room from inside.', 'The view of a neatly made hospital room from inside.', 'A hostpital room with a bed and a wooden floor', 'A hostpital room with a bed and a wooden floor', 'A hospital room, with hospital bed, desk and laptop.', 'A hospital room, with hospital bed, desk and laptop.', 'A hospital room that has several machines in it.', 'A hospital room that has several machines in it.', 'A hospital room with a bed, monitor and lamp.', 'A hospital room with a bed, monitor and lamp.']"
41137,a building with a lot of people and a lot of buildings,"['A statue above a clock on the face of a building.', 'A statue above a clock on the face of a building.', 'Statues stand above the clock at the Grand Central Terminal.', 'Statues stand above the clock at the Grand Central Terminal.', 'A train terminal has decorative figurines and a clock.', 'A train terminal has decorative figurines and a clock.', 'Statues around a clock on a stone building.', 'Statues around a clock on a stone building.', 'a brown building with some statues and a black clock', 'a brown building with some statues and a black clock']"
65376,a yellow and black fence,"['A yellow fire hydrant sits along a red painted curb.', 'A yellow fire hydrant sits along a red painted curb.', 'A street corner has some parked cars and a fire hydrant.', 'A street corner has some parked cars and a fire hydrant.', 'A yellow fire hydrant standing on a curb.', 'A yellow fire hydrant standing on a curb.', 'A yellow fire hydrant on the curb of a commercial area', 'A yellow fire hydrant on the curb of a commercial area', 'A yellow fire hydrant on a city sidewalk.', 'A yellow fire hydrant on a city sidewalk.']"
55526,a small bus sitting on the side of a road,"['A small propeller plane sitting underneath a covering at an airport.', 'A small propeller plane sitting underneath a covering at an airport.', 'A black and white fighter jet under a bridge.', 'A black and white fighter jet under a bridge.', 'An older air plane is parked under a bridge.', 'An older air plane is parked under a bridge.', 'a black white and red airplane and a person', 'a black white and red airplane and a person', 'an air force plane at the airport ready to takeoff', 'an air force plane at the airport ready to takeoff']"
